0.333226,40,33.6449, 
0.297163,31,40.6696, 
2.28218,561,46.3432, 
2.69913,561,46.3432, 
0.935649,141,52.6181, 
0.548399,59,42.522, 
0.374922,47,42.3395, 
0.470583,58,46.0587, 
0.977679,119,52.1325, 
4.23886,1116,60.1492, 
0.0526429,9,37.7498, 
0.104612,20,41.6388, 
0.0966256,19,40.5375, 
0.209148,53,43.8677, 
0.0994501,11,41.7082, 
0.775582,169,48.9527, 
6.3295,1717,42.195, 
0.0514316,10,50.6185, 
0.130769,30,38.3734, 
0.122028,22,32.2076, 
0.87775,146,54.0614, 
0.178161,29,60.7056, 
0.857214,190,54.0861, 
59.6905,76,48.6312, 
1.09371,259,62.8975, 
0.191571,24,48.2032, 
26.8103,32,46.5205, 
2.96487,775,69.7017, 
0.243259,38,53.2924, 
0.225567,28,59.1735, 
0.245721,32,60.1069, 
13.1602,3181,50.7733, 
1.00621,225,48.8814, 
0.125448,29,57.0366, 
0.259754,38,58.1929, 
32.7828,225,53.9183, 
1.44322,255,67.9413, 
29.576,334,58.2894, 
30.1202,377,50.6022, 
0.933781,260,52.9525, 
26.9916,102,47.2697, 
133.782,118,51.8893, 
6.08935,1893,64.0952, 
188.538,70,46.3578, 
36.408,2896,68.899, 
62.9978,2589,47.6095, 
188.901,302,48.3137, 
164.269,436,50.1115, 
187.524,60,42.4524, 
55.3662,766,40.2971, 
