0.000698271,0.65,0.0698101,
0.00139688,0.65,0.0698101,
0.00209584,0.65,0.0698101,
0.00279513,0.65,0.0698101,
0.00349476,0.65,0.0698101,
0.00419474,0.65,0.0698101,
0.00489506,0.65,0.0698101,
0.00559571,0.65,0.0698101,
0.00629671,0.65,0.0698101,
0.00699806,0.65,0.0698101,
0.00769974,0.65,0.0698101,
0.00840177,0.65,0.0698101,
0.00910413,0.65,0.0698101,
0.00980685,0.65,0.0698101,
0.0105099,0.65,0.0698101,
0.0112133,0.65,0.0698101,
0.011917,0.65,0.0698101,
0.0126211,0.65,0.0698101,
0.0133255,0.65,0.0698101,
0.0140303,0.65,0.0698101,
0.0147354,0.65,0.0698101,
0.0154409,0.65,0.0698101,
0.0161467,0.65,0.0698101,
0.0168528,0.65,0.0698101,
0.0175593,0.65,0.0698101,
0.0195441,0.82,0.19734,
0.0215302,0.82,0.19734,
0.0235174,0.82,0.19734,
0.0255059,0.82,0.19734,
0.0274956,0.82,0.19734,
0.0294865,0.82,0.19734,
0.0314787,0.82,0.19734,
0.033472,0.82,0.19734,
0.0354666,0.82,0.19734,
0.0374625,0.82,0.19734,
0.0394595,0.82,0.19734,
0.0414578,0.82,0.19734,
0.0434573,0.82,0.19734,
0.045458,0.82,0.19734,
0.04746,0.82,0.19734,
0.0494632,0.82,0.19734,
0.0514676,0.82,0.19734,
0.0534733,0.82,0.19734,
0.0554802,0.82,0.19734,
0.0574883,0.82,0.19734,
0.0594976,0.82,0.19734,
0.0615082,0.82,0.19734,
0.0635201,0.82,0.19734,
0.0655331,0.82,0.19734,
0.0675474,0.82,0.19734,
0.069563,0.82,0.19734,
0.0715797,0.82,0.19734,
0.0735977,0.82,0.19734,
0.075617,0.82,0.19734,
0.0776375,0.82,0.19734,
0.0796592,0.82,0.19734,
0.0816821,0.82,0.19734,
0.0837063,0.82,0.19734,
0.0857318,0.82,0.19734,
0.0877585,0.82,0.19734,
0.0897864,0.82,0.19734,
0.0918156,0.82,0.19734,
0.093846,0.82,0.19734,
0.0958776,0.82,0.19734,
0.0979105,0.82,0.19734,
0.0999447,0.82,0.19734,
0.10198,0.82,0.19734,
0.104017,0.82,0.19734,
0.106055,0.82,0.19734,
0.108094,0.82,0.19734,
0.110134,0.82,0.19734,
0.112176,0.82,0.19734,
0.114219,0.82,0.19734,
0.116263,0.82,0.19734,
0.118308,0.82,0.19734,
0.120355,0.82,0.19734,
0.122403,0.82,0.19734,
0.124452,0.82,0.19734,
0.126502,0.82,0.19734,
0.128554,0.82,0.19734,
0.130607,0.82,0.19734,
0.132661,0.82,0.19734,
0.134716,0.82,0.19734,
0.136773,0.82,0.19734,
0.138831,0.82,0.19734,
0.14089,0.82,0.19734,
0.14295,0.82,0.19734,
0.145012,0.82,0.19734,
0.147075,0.82,0.19734,
0.149139,0.82,0.19734,
0.151204,0.82,0.19734,
0.153271,0.82,0.19734,
0.155339,0.82,0.19734,
0.157408,0.82,0.19734,
0.159478,0.82,0.19734,
0.16155,0.82,0.19734,
0.163623,0.82,0.19734,
0.165697,0.82,0.19734,
0.167773,0.82,0.19734,
0.169849,0.82,0.19734,
0.171927,0.82,0.19734,
0.174007,0.82,0.19734,
0.176087,0.82,0.19734,
0.178169,0.82,0.19734,
0.180252,0.82,0.19734,
0.182336,0.82,0.19734,
0.184422,0.82,0.19734,
0.186509,0.82,0.19734,
0.188597,0.82,0.19734,
0.190686,0.82,0.19734,
0.192777,0.82,0.19734,
0.194869,0.82,0.19734,
0.196962,0.82,0.19734,
0.199056,0.82,0.19734,
0.201152,0.82,0.19734,
0.203249,0.82,0.19734,
0.205347,0.82,0.19734,
0.207446,0.82,0.19734,
0.209547,0.82,0.19734,
0.211649,0.82,0.19734,
0.213752,0.82,0.19734,
0.215857,0.82,0.19734,
0.217962,0.82,0.19734,
0.220069,0.82,0.19734,
0.222178,0.82,0.19734,
0.224287,0.82,0.19734,
0.226398,0.82,0.19734,
0.22851,0.82,0.19734,
0.230624,0.82,0.19734,
0.232738,0.82,0.19734,
0.234854,0.82,0.19734,
0.236971,0.82,0.19734,
0.23909,0.82,0.19734,
0.241209,0.82,0.19734,
0.24333,0.82,0.19734,
0.245452,0.82,0.19734,
0.247576,0.82,0.19734,
0.249701,0.82,0.19734,
0.251827,0.82,0.19734,
0.253954,0.82,0.19734,
0.256082,0.82,0.19734,
0.258212,0.82,0.19734,
0.260343,0.82,0.19734,
0.262476,0.82,0.19734,
0.264609,0.82,0.19734,
0.266744,0.82,0.19734,
0.26888,0.82,0.19734,
0.271018,0.82,0.19734,
0.273156,0.82,0.19734,
0.275296,0.82,0.19734,
0.277438,0.82,0.19734,
0.27958,0.82,0.19734,
0.281724,0.82,0.19734,
0.283869,0.82,0.19734,
0.286015,0.82,0.19734,
0.288163,0.82,0.19734,
0.290311,0.82,0.19734,
0.292462,0.82,0.19734,
0.294613,0.82,0.19734,
0.296766,0.82,0.19734,
0.298919,0.82,0.19734,
0.301075,0.82,0.19734,
0.303231,0.82,0.19734,
0.305389,0.82,0.19734,
0.307548,0.82,0.19734,
0.309708,0.82,0.19734,
0.311869,0.82,0.19734,
0.314032,0.82,0.19734,
0.316196,0.82,0.19734,
0.318361,0.82,0.19734,
0.320528,0.82,0.19734,
0.322696,0.82,0.19734,
0.324865,0.82,0.19734,
0.327035,0.82,0.19734,
0.329207,0.82,0.19734,
0.33138,0.82,0.19734,
0.333554,0.82,0.19734,
0.335729,0.82,0.19734,
0.337906,0.82,0.19734,
0.340084,0.82,0.19734,
0.342263,0.82,0.19734,
0.344443,0.82,0.19734,
0.346625,0.82,0.19734,
0.348808,0.82,0.19734,
0.350992,0.82,0.19734,
0.353178,0.82,0.19734,
0.355364,0.82,0.19734,
0.357552,0.82,0.19734,
0.359742,0.82,0.19734,
0.361932,0.82,0.19734,
0.364124,0.82,0.19734,
0.366317,0.82,0.19734,
0.368511,0.82,0.19734,
0.370707,0.82,0.19734,
0.372904,0.82,0.19734,
0.375102,0.82,0.19734,
0.377301,0.82,0.19734,
0.379502,0.82,0.19734,
0.381704,0.82,0.19734,
0.383907,0.82,0.19734,
0.386111,0.82,0.19734,
0.388317,0.82,0.19734,
0.390524,0.82,0.19734,
0.392732,0.82,0.19734,
0.394941,0.82,0.19734,
0.397152,0.82,0.19734,
0.399364,0.82,0.19734,
0.401577,0.82,0.19734,
0.403791,0.82,0.19734,
0.406007,0.82,0.19734,
0.408224,0.82,0.19734,
0.410442,0.82,0.19734,
0.412662,0.82,0.19734,
0.414882,0.82,0.19734,
0.417104,0.82,0.19734,
0.419327,0.82,0.19734,
0.421552,0.82,0.19734,
0.423777,0.82,0.19734,
0.426004,0.82,0.19734,
0.428232,0.82,0.19734,
0.430462,0.82,0.19734,
0.432693,0.82,0.19734,
0.434924,0.82,0.19734,
0.437158,0.82,0.19734,
0.439392,0.82,0.19734,
0.441628,0.82,0.19734,
0.443865,0.82,0.19734,
0.446103,0.82,0.19734,
0.448342,0.82,0.19734,
0.450583,0.82,0.19734,
0.452824,0.82,0.19734,
0.455068,0.82,0.19734,
0.457312,0.82,0.19734,
0.459557,0.82,0.19734,
0.461804,0.82,0.19734,
0.464052,0.82,0.19734,
0.466302,0.82,0.19734,
0.468552,0.82,0.19734,
0.470804,0.82,0.19734,
0.473057,0.82,0.19734,
0.475311,0.82,0.19734,
0.477567,0.82,0.19734,
0.479823,0.82,0.19734,
0.482081,0.82,0.19734,
0.48434,0.82,0.19734,
0.486601,0.82,0.19734,
0.488862,0.82,0.19734,
0.491125,0.82,0.19734,
0.493389,0.82,0.19734,
0.495654,0.82,0.19734,
0.497921,0.82,0.19734,
0.500189,0.82,0.19734,
0.502458,0.82,0.19734,
0.504728,0.82,0.19734,
0.506999,0.82,0.19734,
0.509272,0.82,0.19734,
0.511546,0.82,0.19734,
0.513821,0.82,0.19734,
0.516097,0.82,0.19734,
0.518375,0.82,0.19734,
0.520653,0.82,0.19734,
0.522933,0.82,0.19734,
0.525214,0.82,0.19734,
0.527497,0.82,0.19734,
0.52978,0.82,0.19734,
0.532065,0.82,0.19734,
0.534351,0.82,0.19734,
0.536638,0.82,0.19734,
0.538927,0.82,0.19734,
0.541216,0.82,0.19734,
0.543507,0.82,0.19734,
0.545799,0.82,0.19734,
0.548093,0.82,0.19734,
0.550387,0.82,0.19734,
0.552683,0.82,0.19734,
0.55498,0.82,0.19734,
0.557278,0.82,0.19734,
0.559577,0.82,0.19734,
0.561877,0.82,0.19734,
0.564179,0.82,0.19734,
0.566482,0.82,0.19734,
0.568786,0.82,0.19734,
0.571091,0.82,0.19734,
0.573398,0.82,0.19734,
0.575705,0.82,0.19734,
0.578014,0.82,0.19734,
0.580324,0.82,0.19734,
0.582635,0.82,0.19734,
0.584948,0.82,0.19734,
0.587261,0.82,0.19734,
0.589576,0.82,0.19734,
0.591892,0.82,0.19734,
0.594209,0.82,0.19734,
0.596527,0.82,0.19734,
0.598847,0.82,0.19734,
0.601168,0.82,0.19734,
0.603489,0.82,0.19734,
0.605812,0.82,0.19734,
0.608137,0.82,0.19734,
0.610462,0.82,0.19734,
0.612789,0.82,0.19734,
0.615116,0.82,0.19734,
0.617445,0.82,0.19734,
0.619775,0.82,0.19734,
0.622106,0.82,0.19734,
0.624439,0.82,0.19734,
0.626772,0.82,0.19734,
0.629107,0.82,0.19734,
0.631443,0.82,0.19734,
0.63378,0.82,0.19734,
0.636118,0.82,0.19734,
0.638457,0.82,0.19734,
0.640798,0.82,0.19734,
0.64314,0.82,0.19734,
0.645482,0.82,0.19734,
0.647826,0.82,0.19734,
0.650171,0.82,0.19734,
0.652518,0.82,0.19734,
