0.957911,164,51.478, 
0.530851,120,60.0705, 
0.694181,137,45.3682, 
0.64179,137,45.3682, 
2.01924,591,58.9104, 
3.19422,807,61.1151, 
1.65003,530,40.1292, 
2.19298,670,65.8851, 
0.57462,140,40.8455, 
0.411573,97,44.2834, 
0.243594,51,45.96, 
0.863879,230,40.0266, 
0.0490677,12,38.2873, 
0.221373,47,60.6275, 
0.370878,81,34.9069, 
0.0778863,18,35.417, 
0.198722,50,44.1705, 
0.315786,75,43.0382, 
0.231301,48,45.7716, 
0.198172,48,43.3496, 
0.197781,33,58.6024, 
20.2002,65,58.9567, 
0.131381,24,60.8487, 
0.111423,21,54.2182, 
1.11407,374,59.95, 
19.9617,32,65.0359, 
0.410447,105,53.7767, 
0.136354,27,49.4343, 
0.131797,33,48.8985, 
0.139978,27,53.8459, 
0.219435,44,55.936, 
0.568848,141,62.8459, 
0.130231,21,46.9211, 
0.129598,28,52.9418, 
22.166,277,58.3649, 
0.368841,90,53.8119, 
0.685559,161,56.2471, 
0.241034,38,56.0308, 
0.169898,29,64.3637, 
0.0504283,17,59.5657, 
1.35494,385,67.6017, 
39.0871,60,41.8577, 
153.553,4066,49.6886, 
200.966,204,61.0528, 
118.837,36,46.6948, 
21.842,538,67.9087, 
100.438,422,43.0463, 
60.3671,74,50.2599, 
198.772,35,43.7108, 
45.438,1971,69.9651, 
1244,38.7215, 
0.0275265,1248,39.0112, 
0.0301457,1253,38.482, 
0.0085315,1256,38.1518, 
